id_cliente,idade,renda_mensal,tempo_emprego_anos,autonomo,score_credito,valor_solicitado,prazo_meses,juros_mensal_pct,qtde_cartoes,qtde_contratos_abertos,utilizacao_credito,inadimplencias_anteriores,dias_atraso_max_12m,reclamacoes_6m,possui_avalista,canal_aquisicao,regiao,tipo_produto,parcelas_pagas_ate_3m,atraso_primeira_parcela_dias,status_apos_90d,default_90d
2370,27,800.0,4.1221207225049135,0,666.0,10612.86,60,2.7,0,2,0.229,2,0,0,0,app,Sudeste,emprestimo_pessoal,2,0,em_dia,0
2371,20,14345.27,3.849193852079128,0,511.0,10150.98,48,4.3,2,3,0.276,0,0,0,0,app,Centro-Oeste,cartao,1,111,default,1
2372,61,3133.96,6.618312021899635,0,663.0,25167.59,36,2.36,2,1,0.47,0,60,1,0,app,Nordeste,emprestimo_pessoal,3,0,em_dia,0
2373,21,5409.9,0.9031342343751126,0,626.0,7904.15,24,3.38,0,0,0.554,0,30,0,0,app,Sudeste,emprestimo_pessoal,2,15,em_dia,0
2374,39,,0.2642573552818992,0,665.0,7709.08,12,2.63,3,1,0.526,1,0,0,1,site,Sudeste,cartao,2,15,em_dia,0
2375,55,2458.41,4.399721148873253,0,510.0,15828.8,18,3.63,0,2,0.03,0,0,1,0,parceiro,Centro-Oeste,bnpl,3,0,em_dia,0
2376,70,2113.88,3.115280651358404,1,706.0,12796.89,6,2.83,2,1,0.313,0,30,0,0,app,Sudeste,emprestimo_pessoal,2,0,em_dia,0
2377,63,10538.72,3.9419206550557817,0,625.0,3713.64,36,1.86,0,3,0.272,1,0,0,0,loja,Sul,cartao,3,5,em_dia,0
2378,25,2255.57,,1,668.0,7397.52,12,2.41,0,2,0.105,0,0,0,0,site,Sudeste,bnpl,3,0,em_dia,0
2379,70,6180.03,7.327678693606773,0,491.0,11610.81,12,4.58,2,3,0.104,1,0,0,0,app,Nordeste,cartao,0,22,default,1
2380,52,2148.88,16.30654813263172,0,544.0,4858.05,12,4.46,2,0,0.596,0,0,0,0,site,Sul,bnpl,2,10,em_dia,0
2381,27,2492.53,0.0,0,617.0,5058.87,36,3.41,0,0,0.198,0,0,0,0,parceiro,Sudeste,emprestimo_pessoal,2,15,em_dia,0
2382,41,2911.3,3.8221544770887625,0,767.0,2451.5,18,1.48,1,0,0.092,0,0,1,0,app,Nordeste,emprestimo_pessoal,2,0,em_dia,0
2383,66,9167.34,2.276937610786965,0,695.0,690.1,24,2.45,1,1,0.636,0,0,0,0,parceiro,Sudeste,cartao,2,5,em_dia,0
2384,38,848.21,2.542749434105172,1,661.0,5821.02,12,2.93,2,0,0.019,1,0,1,0,site,Norte,emprestimo_pessoal,2,15,em_dia,0
2385,27,1304.76,1.3651738625968541,0,571.0,8914.1,18,4.41,1,0,0.107,1,0,1,0,parceiro,Sudeste,emprestimo_pessoal,3,5,em_dia,0
2386,64,812.44,9.977080091815983,0,556.0,3152.95,24,4.19,1,0,0.342,0,30,2,0,parceiro,Sudeste,emprestimo_pessoal,0,84,default,1
2387,68,1548.27,5.926167112737276,0,674.0,25806.67,12,3.17,0,0,0.236,0,5,0,0,app,Sul,bnpl,3,10,em_dia,0
2388,69,1904.2,6.950381399803444,0,710.0,3286.25,36,2.38,1,0,0.665,0,0,0,1,loja,Sul,emprestimo_pessoal,2,0,em_dia,0
2389,68,1042.79,5.993887131347232,0,668.0,17376.04,18,2.12,1,1,0.223,1,0,0,0,site,Sudeste,bnpl,1,81,default,1
2390,64,2018.09,2.1163188957997683,0,795.0,11419.37,60,0.84,3,0,0.219,1,0,0,0,site,Centro-Oeste,emprestimo_pessoal,1,101,default,1
2391,42,800.0,2.0976416987241238,0,592.0,50872.71,12,3.2,3,1,0.227,0,30,0,0,app,Sudeste,emprestimo_pessoal,1,36,default,1
2392,28,1631.13,1.363221497206638,0,665.0,12658.2,18,3.12,2,0,0.415,0,90,0,0,site,Nordeste,emprestimo_pessoal,3,0,em_dia,0
2393,50,8611.33,5.598390591922346,1,506.0,2339.9,60,3.84,3,1,0.351,0,0,0,0,app,Sul,emprestimo_pessoal,2,0,em_dia,0
2394,29,4737.24,4.776315505286888,0,668.0,19602.42,48,3.03,1,5,0.464,0,0,0,0,loja,Sudeste,cartao,3,0,em_dia,0
2395,43,4028.38,3.6789122160113976,0,775.0,33865.14,24,1.35,4,0,0.515,0,0,2,0,parceiro,Sul,cartao,3,0,em_dia,0
2396,52,1649.84,4.697383076065286,0,561.0,1773.69,12,3.29,0,1,0.11,0,0,0,0,app,Centro-Oeste,cartao,3,10,em_atraso_leve,0
2397,68,1105.94,1.4771539452953144,0,722.0,13772.88,18,3.02,1,1,0.281,0,0,0,1,app,Sudeste,bnpl,3,0,em_dia,0
2398,33,1489.43,,1,772.0,16621.7,24,2.23,1,0,0.205,0,0,0,0,app,Sudeste,cartao,2,0,em_dia,0
2399,31,3388.39,0.6243573949748575,0,591.0,6676.12,12,3.21,0,2,0.205,0,5,0,1,app,Sudeste,bnpl,1,75,default,1
2400,56,6711.99,8.674931333804214,0,690.0,1021.0,12,2.06,2,0,0.423,0,5,0,0,app,Sul,emprestimo_pessoal,3,0,em_dia,0
2401,18,6886.33,6.107539817489685,0,784.0,6220.67,24,2.23,1,2,0.238,0,0,0,0,parceiro,Sul,cartao,2,0,em_dia,0
2402,48,5616.58,4.442297406574482,0,670.0,4881.89,12,3.18,0,1,0.142,0,0,0,0,app,Nordeste,cartao,2,15,em_dia,0
2403,57,2012.94,2.598410517319377,0,717.0,29363.46,48,2.64,1,1,0.309,1,5,0,0,site,Centro-Oeste,emprestimo_pessoal,3,5,em_dia,0
2404,47,3565.04,,1,499.0,7419.7,9,4.08,3,1,0.717,0,0,0,1,loja,Nordeste,cartao,3,0,em_dia,0
2405,38,2750.43,5.120456993065234,0,701.0,5634.89,60,1.82,1,1,0.583,1,0,0,1,app,Sul,cartao,2,10,em_dia,0
2406,61,3009.79,5.555679995636477,0,694.0,4859.36,24,2.48,2,0,0.283,0,0,0,0,site,Sudeste,bnpl,3,15,em_dia,0
2407,37,16128.84,1.805865567172366,1,537.0,10552.12,60,4.62,0,1,0.553,0,0,0,0,app,Sudeste,cartao,3,0,em_dia,0
2408,55,933.57,7.912362737440947,0,568.0,8396.2,36,3.08,0,3,0.734,1,0,1,0,app,Nordeste,cartao,2,15,em_dia,0
2409,42,2935.14,6.121523961429682,0,701.0,4087.72,12,2.45,0,0,0.153,0,15,1,0,app,Sul,emprestimo_pessoal,3,15,em_dia,0
2410,19,8684.8,0.4079862588549481,0,624.0,10012.75,12,3.99,1,0,0.406,0,30,0,0,app,Sudeste,emprestimo_pessoal,2,10,em_dia,0
2411,46,1165.73,0.0,0,745.0,4981.72,12,1.88,2,3,0.099,0,30,0,0,loja,Nordeste,cartao,2,15,em_dia,0
2412,20,2159.66,,1,676.0,883.4,36,2.57,1,0,0.312,1,0,0,0,app,Sudeste,emprestimo_pessoal,3,10,em_dia,0
2413,67,,4.694354822955182,0,655.0,14115.32,12,2.08,2,1,0.512,2,0,1,0,loja,Norte,bnpl,2,15,em_dia,0
2414,49,2960.31,5.970193763796081,0,636.0,13022.1,36,3.33,0,1,0.295,1,0,0,0,app,Sudeste,emprestimo_pessoal,3,0,em_dia,0
2415,37,1057.38,4.309050310876629,0,675.0,9480.34,48,2.24,1,1,0.755,1,0,0,1,app,Sul,cartao,2,0,em_dia,0
2416,43,5469.72,0.0,0,718.0,5492.28,18,1.42,1,0,0.22,0,0,0,1,app,Nordeste,emprestimo_pessoal,3,0,em_dia,0
2417,50,5768.88,5.623785895440506,0,695.0,7524.7,24,1.95,2,1,0.144,0,0,1,0,site,Nordeste,emprestimo_pessoal,3,15,em_dia,0
2418,31,5124.56,4.8608638388105945,0,614.0,16051.97,48,3.29,0,1,0.692,0,0,0,0,parceiro,Centro-Oeste,emprestimo_pessoal,3,0,em_dia,0
2419,33,1822.09,5.530033453586704,0,755.0,4675.81,36,1.09,0,0,0.314,0,30,0,0,app,Sul,bnpl,2,0,em_dia,0
2420,40,3734.62,4.550780128837094,0,706.0,16612.25,12,1.62,1,1,0.454,0,90,0,1,site,Norte,emprestimo_pessoal,0,65,default,1
2421,31,1782.8,0.0,1,683.0,2283.76,12,2.89,1,2,0.366,0,0,0,1,site,Nordeste,cartao,3,5,em_atraso_leve,0
2422,58,2727.31,,1,658.0,9229.27,24,2.76,1,3,0.258,1,15,1,0,loja,Nordeste,bnpl,2,0,em_dia,0
2423,23,17599.38,3.5385793363990317,0,693.0,8177.08,12,1.99,2,0,0.364,0,0,0,0,site,Sudeste,emprestimo_pessoal,3,0,em_dia,0
2424,61,3760.43,2.4483823472033297,0,494.0,18759.94,24,4.04,1,1,0.356,1,0,1,0,site,Sudeste,emprestimo_pessoal,2,0,em_dia,0
2425,36,1436.37,0.9028293594460428,0,671.0,3663.25,60,3.64,2,0,0.632,0,0,0,1,loja,Nordeste,emprestimo_pessoal,3,0,em_dia,0
2426,47,4006.89,5.789284732530823,0,789.0,4019.28,18,2.37,1,0,0.32,0,30,2,0,parceiro,Sudeste,cartao,2,0,em_dia,0
2427,26,1269.87,4.8392446765438955,0,669.0,2445.19,12,2.64,4,2,0.418,0,0,0,0,parceiro,Sul,cartao,3,0,em_dia,0
2428,38,1424.05,2.1921300027830437,0,657.0,4941.74,12,3.25,0,0,0.644,0,5,0,1,app,Centro-Oeste,emprestimo_pessoal,2,15,em_dia,0
2429,57,1603.07,9.069338925826761,0,599.0,9939.8,48,3.38,1,0,0.171,0,30,1,0,parceiro,Nordeste,bnpl,3,0,em_atraso_leve,0
2430,32,2508.11,,1,692.0,1735.46,12,1.53,5,1,0.147,1,0,1,1,site,Norte,bnpl,3,0,em_dia,0
2431,25,7067.38,0.0,0,633.0,5490.21,12,1.94,1,0,0.472,0,0,0,0,parceiro,Sul,emprestimo_pessoal,3,15,em_dia,0
2432,45,5400.88,0.0,0,761.0,13445.08,24,1.4,3,1,0.116,0,5,0,1,loja,Sudeste,cartao,2,0,em_dia,0
2433,26,5181.06,0.0,0,577.0,7330.14,18,2.63,1,1,0.111,1,0,1,0,app,Nordeste,cartao,3,10,em_dia,0
2434,34,1535.06,8.698270145904331,0,612.0,8528.1,18,3.35,1,1,0.491,0,0,2,0,loja,Sul,emprestimo_pessoal,2,0,em_dia,0
2435,41,2332.12,11.462307821048908,0,599.0,2223.89,24,3.01,1,1,0.207,0,15,0,0,app,Nordeste,emprestimo_pessoal,2,5,em_dia,0
2436,47,4292.05,,1,806.0,7347.81,24,1.75,1,0,0.18,0,30,2,0,site,Nordeste,emprestimo_pessoal,2,0,em_atraso_leve,0
2437,51,2184.8,3.225497774560059,0,634.0,8197.46,9,3.25,0,2,0.118,0,0,0,0,app,Nordeste,cartao,0,46,default,1
2438,53,2840.52,4.924260347021698,0,603.0,6960.64,18,3.65,4,2,0.146,1,0,0,1,loja,Nordeste,cartao,0,37,default,1
2439,62,4873.35,8.436689617915578,1,472.0,9109.55,36,3.9,3,1,0.094,0,15,2,0,app,Centro-Oeste,cartao,2,0,em_dia,0
2440,21,2694.42,0.0,0,573.0,6151.43,18,3.82,3,2,0.466,0,0,1,0,parceiro,Nordeste,emprestimo_pessoal,3,10,em_dia,0
2441,37,4146.68,1.7762528840657832,0,695.0,5429.3,60,1.95,0,0,0.249,0,0,0,0,loja,Sul,emprestimo_pessoal,2,0,em_dia,0
2442,18,11557.21,6.522125760575872,0,695.0,3305.66,12,2.87,3,2,0.385,0,0,1,0,parceiro,Sul,cartao,2,0,em_dia,0
2443,18,3076.73,0.0,0,595.0,18315.25,24,4.02,0,1,0.237,0,0,0,0,parceiro,Nordeste,emprestimo_pessoal,3,0,em_dia,0
2444,29,8476.23,0.19841285258459962,0,599.0,2820.13,24,3.71,1,1,0.503,0,0,0,0,loja,Sudeste,cartao,2,0,em_dia,0
2445,49,5324.35,5.266177795935041,0,808.0,9149.47,24,1.4,1,0,0.525,0,0,1,0,site,Sul,cartao,2,0,em_dia,0
2446,65,1164.55,8.130997908266481,0,879.0,37362.18,6,1.19,0,1,0.209,0,0,1,0,site,Norte,emprestimo_pessoal,1,97,default,1
2447,58,1531.37,4.112485838301847,0,748.0,20402.58,24,1.17,1,3,0.478,0,15,0,0,site,Sudeste,emprestimo_pessoal,3,0,em_dia,0
2448,52,1873.05,,1,783.0,12334.52,60,0.75,0,0,0.526,0,0,0,0,app,Sudeste,cartao,3,0,em_dia,0
2449,59,1843.45,8.547788368088039,0,801.0,9891.96,18,1.81,3,1,0.614,0,15,0,0,loja,Nordeste,cartao,2,10,em_dia,0
2450,27,3270.84,9.445081383172766,0,838.0,7176.67,12,1.96,1,5,0.18,1,0,1,1,app,Centro-Oeste,cartao,3,5,em_dia,0
2451,62,5549.71,6.338144671978267,0,624.0,3718.4,6,2.41,0,1,0.303,1,5,1,0,app,Sul,emprestimo_pessoal,2,5,em_dia,0
2452,65,8972.21,,1,575.0,6447.45,18,3.53,0,2,0.169,0,60,0,1,site,Sudeste,bnpl,3,0,em_dia,0
2453,23,4410.09,7.446083210928288,0,806.0,13040.84,12,1.76,0,1,0.417,0,30,0,0,site,Nordeste,emprestimo_pessoal,3,5,em_dia,0
2454,42,2505.54,2.4579194959566664,0,568.0,11141.75,36,3.24,2,1,0.834,1,60,3,0,loja,Norte,emprestimo_pessoal,1,43,default,1
2455,61,800.0,2.024764385332367,0,563.0,15640.37,60,3.43,1,0,1.0,2,0,0,1,app,Sudeste,cartao,2,10,em_dia,0
2456,43,3690.29,5.375871414806369,0,565.0,22559.64,60,3.94,2,1,0.503,0,0,1,0,site,Sudeste,emprestimo_pessoal,3,5,em_dia,0
2457,62,3568.3,10.5466125878077,0,639.0,6991.9,18,3.02,1,0,0.262,0,90,1,0,app,Nordeste,cartao,3,15,em_dia,0
2458,67,4014.69,8.643664973198899,0,481.0,9416.99,18,4.39,4,1,0.449,0,0,0,0,loja,Sul,cartao,3,0,em_dia,0
2459,43,16986.91,,1,528.0,1592.38,12,3.38,0,3,0.458,0,30,0,1,site,Norte,emprestimo_pessoal,2,0,em_dia,0
2460,21,8874.75,,1,597.0,54446.01,12,3.31,2,1,0.398,1,5,0,0,app,Sudeste,emprestimo_pessoal,3,15,em_dia,0
2461,36,6306.36,3.455707641560694,0,548.0,5627.53,24,3.53,1,1,0.225,0,0,0,0,loja,Centro-Oeste,emprestimo_pessoal,2,0,em_dia,0
2462,29,1700.98,,1,740.0,13920.75,12,1.9,3,0,0.679,1,0,0,1,app,Sul,emprestimo_pessoal,2,0,em_dia,0
2463,43,2382.18,0.1805902146127245,0,651.0,5624.28,9,2.56,0,1,0.185,0,90,0,0,app,Sudeste,cartao,3,0,em_dia,0
2464,49,3259.68,4.3633848916885505,0,699.0,5514.37,48,2.43,3,1,0.188,0,0,0,1,loja,Nordeste,emprestimo_pessoal,2,10,em_atraso_leve,0
2465,42,1956.6,3.0238034374457374,0,690.0,6540.34,36,2.04,3,1,0.293,0,5,0,0,app,Nordeste,cartao,3,15,em_dia,0
2466,28,5094.24,0.25803400276789157,0,632.0,2776.22,60,3.03,1,1,0.577,2,0,0,0,app,Sudeste,cartao,2,0,em_dia,0
2467,33,4574.26,4.16773051581652,0,734.0,971.67,18,1.94,2,3,0.456,0,15,0,0,app,Sul,cartao,2,0,em_dia,0
2468,54,1547.33,7.371568344396027,0,688.0,21438.28,48,2.02,2,1,0.259,2,30,0,0,app,Sul,emprestimo_pessoal,2,5,em_dia,0
2469,19,8588.08,3.1348941667770287,0,623.0,12721.44,18,2.03,3,4,0.434,0,30,0,0,app,Centro-Oeste,emprestimo_pessoal,3,15,em_atraso_leve,0
2470,29,3779.14,0.0,0,507.0,3672.84,9,4.63,4,1,0.226,0,30,1,0,app,Sul,bnpl,3,10,em_dia,0
2471,65,956.92,1.3790570698321103,0,694.0,11746.62,18,2.9,3,0,0.653,0,60,0,0,parceiro,Sudeste,emprestimo_pessoal,0,35,default,1
2472,23,3367.79,3.01835952785755,0,543.0,16115.56,24,3.35,0,1,0.149,0,15,1,0,site,Centro-Oeste,emprestimo_pessoal,2,15,em_dia,0
2473,39,4321.78,2.249283354810718,0,682.0,4438.76,18,2.96,0,4,0.271,0,0,1,1,app,Norte,cartao,3,5,em_dia,0
2474,28,7259.84,9.13409332890375,0,657.0,11353.34,36,2.24,1,0,0.171,0,0,0,0,loja,Sudeste,emprestimo_pessoal,2,0,em_dia,0
2475,23,2717.35,8.695783936052312,0,534.0,18825.73,18,3.7,1,0,0.822,2,0,1,0,site,Sudeste,cartao,3,15,em_atraso_leve,0
2476,40,6512.46,11.10741428038614,0,672.0,2355.71,60,2.38,2,0,0.391,0,0,0,0,site,Norte,emprestimo_pessoal,2,5,em_dia,0
2477,45,4027.39,1.4496118463785042,0,666.0,12589.22,9,2.58,1,0,0.08,0,5,0,0,app,Sudeste,cartao,2,0,em_atraso_leve,0
2478,27,1305.35,4.572791803597328,0,667.0,10904.45,36,3.07,2,3,0.558,0,0,2,0,site,Sudeste,bnpl,1,109,default,1
2479,22,1210.93,5.028333810380194,0,662.0,39560.24,60,2.54,1,2,0.227,0,0,0,0,site,Centro-Oeste,emprestimo_pessoal,0,40,default,1
2480,25,,4.994239817405408,1,595.0,12844.57,24,3.16,1,0,0.537,0,0,1,1,app,Sudeste,emprestimo_pessoal,3,0,em_dia,0
2481,52,8582.72,4.339607195321495,0,700.0,5641.74,48,2.84,1,1,0.238,1,0,0,0,parceiro,Nordeste,cartao,2,0,em_atraso_leve,0
2482,63,4459.09,11.37707716037864,0,592.0,6224.74,36,3.4,1,2,0.258,0,60,0,0,loja,Sudeste,cartao,3,0,em_dia,0
2483,27,10746.1,2.58166245228283,0,559.0,44671.07,6,3.33,1,0,0.347,0,30,0,0,loja,Nordeste,emprestimo_pessoal,0,68,default,1
2484,34,7730.86,3.868371437274038,0,707.0,5916.94,24,2.51,0,1,0.168,0,0,0,0,app,Sudeste,emprestimo_pessoal,2,5,em_dia,0
2485,36,5844.4,0.0,0,730.0,13166.37,24,2.72,2,1,0.406,1,30,2,1,app,Centro-Oeste,emprestimo_pessoal,3,15,em_dia,0
2486,37,1766.99,6.03667739350546,0,702.0,6532.69,6,3.0,3,0,0.223,2,0,1,0,app,Norte,emprestimo_pessoal,2,0,em_dia,0
2487,30,12824.21,2.0285590024965616,0,632.0,20055.72,18,2.29,2,2,0.119,0,0,0,0,app,Sudeste,cartao,2,0,em_dia,0
2488,20,,3.366726017351838,0,485.0,20915.93,6,3.6,1,0,0.482,0,15,0,0,app,Centro-Oeste,emprestimo_pessoal,0,21,default,1
2489,45,2620.55,5.562897949316164,0,776.0,7847.33,12,2.32,1,0,0.372,0,90,0,1,app,Nordeste,emprestimo_pessoal,3,0,em_dia,0
2490,36,2120.31,,1,484.0,5661.53,60,4.15,1,0,0.454,2,15,0,0,site,Sudeste,bnpl,3,15,em_dia,0
2491,36,4243.34,3.5000024963666054,0,700.0,5547.93,60,1.22,4,0,0.18,2,5,2,0,app,Sudeste,emprestimo_pessoal,3,0,em_dia,0
2492,32,999.47,5.933099071311588,0,829.0,1842.77,36,0.91,4,3,0.361,0,15,0,0,parceiro,Nordeste,emprestimo_pessoal,3,0,em_dia,0
2493,67,5915.16,6.683876120902268,0,663.0,8713.88,18,2.51,2,3,0.209,0,0,0,0,app,Sul,cartao,2,0,em_dia,0
2494,50,1711.87,0.24680903191455794,0,675.0,8565.81,18,2.48,1,1,0.174,0,15,1,1,app,Norte,cartao,3,0,em_dia,0
2495,40,,6.131344622308768,0,682.0,3997.74,6,3.01,0,2,0.457,1,0,0,0,app,Sul,bnpl,3,0,em_dia,0
2496,28,2366.82,,1,667.0,1681.78,18,2.21,4,0,0.249,0,30,2,0,loja,Sudeste,emprestimo_pessoal,2,0,em_dia,0
2497,60,2870.39,1.9050835506125106,0,850.0,9533.24,36,1.65,0,0,0.101,1,30,0,0,site,Norte,cartao,2,5,em_atraso_leve,0
2498,65,1983.93,3.562148330500906,0,578.0,10613.97,24,3.65,0,2,0.289,0,0,1,1,app,Sudeste,emprestimo_pessoal,2,0,em_atraso_leve,0
2499,19,3101.36,2.6116633277492234,0,568.0,11188.54,18,2.87,2,0,0.333,0,0,0,0,app,Sudeste,emprestimo_pessoal,2,10,em_dia,0
2500,67,14437.05,7.042184189168024,0,622.0,3448.69,9,2.93,1,0,0.584,0,5,1,0,app,Sudeste,emprestimo_pessoal,2,10,em_dia,0
2501,55,9890.33,0.0,0,798.0,11208.79,48,1.86,3,1,0.234,0,0,2,0,app,Sudeste,emprestimo_pessoal,3,15,em_dia,0
2502,23,4565.93,0.7572041993156566,0,601.0,6873.31,12,3.31,0,1,0.215,1,0,2,1,app,Sul,emprestimo_pessoal,0,112,default,1
2503,57,3434.23,10.272309287411677,0,687.0,16680.77,18,2.75,0,0,0.325,0,0,0,0,parceiro,Sudeste,cartao,3,0,em_dia,0
2504,23,6592.38,,1,741.0,3493.29,18,1.75,0,0,0.151,0,5,0,0,app,Sudeste,emprestimo_pessoal,2,0,em_dia,0
2505,20,8168.14,1.1608320630034263,0,716.0,21266.1,18,2.6,1,0,0.125,0,0,3,0,app,Nordeste,emprestimo_pessoal,3,0,em_dia,0
2506,24,1878.36,5.870470030645034,0,737.0,28873.67,24,1.89,1,1,0.53,0,30,2,0,app,Sul,emprestimo_pessoal,0,19,default,1
2507,42,3302.51,7.164212403715876,0,771.0,8829.59,24,3.22,1,4,0.31,0,0,0,0,site,Sudeste,emprestimo_pessoal,3,0,em_dia,0
2508,50,892.52,8.91612880678099,0,676.0,11274.74,24,1.92,2,1,0.351,0,0,0,0,parceiro,Nordeste,bnpl,2,0,em_dia,0
2509,39,8126.17,0.0,0,611.0,15576.3,9,4.69,2,3,0.673,0,60,1,0,app,Centro-Oeste,cartao,3,0,em_dia,0
2510,24,16469.85,8.287330634547388,0,663.0,3345.43,60,2.23,6,2,0.36,1,5,0,0,app,Sudeste,emprestimo_pessoal,2,10,em_dia,0
2511,28,3716.66,,1,621.0,5291.58,36,3.82,1,0,0.266,0,0,1,0,app,Centro-Oeste,cartao,2,15,em_dia,0
2512,63,800.0,15.515167449084522,0,864.0,9356.14,48,1.47,1,0,0.782,2,30,0,0,app,Nordeste,cartao,0,110,default,1
2513,69,5525.82,4.881858892290007,1,605.0,44804.2,12,2.76,0,2,0.303,0,15,1,0,site,Sudeste,emprestimo_pessoal,2,0,em_dia,0
2514,57,1776.59,0.007922880228813156,0,691.0,2894.32,60,2.84,0,1,0.362,0,30,1,0,parceiro,Nordeste,bnpl,3,5,em_atraso_leve,0
2515,23,2128.15,2.1252645985381173,0,522.0,32185.22,36,3.7,2,2,0.169,0,0,0,0,loja,Sudeste,emprestimo_pessoal,2,0,em_dia,0
2516,61,5599.6,5.696196845849937,0,661.0,6788.29,24,2.92,1,0,0.363,0,0,0,0,site,Sudeste,emprestimo_pessoal,3,15,em_dia,0
2517,54,4236.25,,1,626.0,7769.22,6,3.16,2,1,0.18,0,30,0,0,site,Sudeste,cartao,0,44,default,1
2518,45,2427.06,8.502249206052245,0,707.0,22528.46,12,2.18,1,0,0.57,0,5,0,0,site,Nordeste,cartao,2,0,em_dia,0
2519,25,2150.2,2.03447049292176,0,710.0,44597.31,36,2.11,1,1,0.602,0,0,0,1,app,Nordeste,cartao,3,0,em_dia,0
2520,70,3846.41,6.89752183965546,0,770.0,11459.97,18,2.01,2,2,0.362,2,5,0,0,app,Sudeste,emprestimo_pessoal,3,5,em_dia,0
2521,41,2574.52,6.089519368306445,0,764.0,21530.63,24,1.38,0,1,0.589,1,60,1,1,site,Sudeste,emprestimo_pessoal,1,62,default,1
2522,20,1523.23,0.8428496700762579,0,644.0,3658.96,36,2.44,2,0,0.425,0,0,0,0,app,Nordeste,cartao,2,0,em_dia,0
2523,29,2727.38,1.6300626468612436,0,570.0,5100.78,36,4.09,1,0,0.133,0,0,0,0,parceiro,Sudeste,cartao,2,0,em_dia,0
2524,39,4515.24,7.6499722853635,0,580.0,2534.16,18,3.71,0,0,0.51,0,120,2,1,site,Sul,bnpl,0,24,default,1
2525,21,3062.36,6.269222499162504,0,676.0,5161.32,48,1.92,2,1,0.432,3,0,0,0,site,Sudeste,bnpl,3,10,em_atraso_leve,0
2526,35,1212.44,7.333881853520828,0,663.0,12934.41,12,2.2,1,0,0.166,0,0,0,0,app,Sudeste,cartao,3,0,em_dia,0
2527,42,7348.98,3.7911960054606606,1,672.0,9580.84,36,1.5,1,1,0.121,1,30,2,1,parceiro,Sudeste,cartao,3,10,em_dia,0
2528,68,800.0,0.010738542863859557,0,605.0,34725.66,18,3.76,2,0,0.273,0,5,0,0,app,Centro-Oeste,cartao,2,0,em_dia,0
2529,22,2504.25,1.4612786976250312,1,772.0,45876.18,12,2.19,0,1,0.169,0,0,0,0,site,Nordeste,bnpl,3,5,em_atraso_leve,0
2530,48,,,1,525.0,7123.6,18,3.35,2,1,0.478,1,0,0,0,app,Sul,emprestimo_pessoal,2,15,em_atraso_leve,0
2531,66,3911.41,,1,600.0,4489.36,36,3.66,2,1,0.25,0,30,0,0,app,Sudeste,emprestimo_pessoal,3,0,em_dia,0
2532,60,5333.51,4.191181875488369,0,558.0,21444.58,24,4.76,1,0,0.53,0,0,0,0,loja,Sul,cartao,3,5,em_dia,0
2533,67,8148.52,7.307410505870393,0,632.0,23430.34,12,2.18,3,0,0.2,3,0,0,0,loja,Nordeste,emprestimo_pessoal,3,10,em_dia,0
2534,27,2051.27,,1,756.0,11640.64,12,1.61,2,1,0.625,1,0,0,0,site,Sudeste,emprestimo_pessoal,3,15,em_dia,0
2535,60,5434.13,2.0574889714856743,0,626.0,14572.97,36,2.22,0,0,0.308,0,90,0,0,app,Nordeste,cartao,3,0,em_dia,0
2536,69,,11.899420188998121,0,659.0,12758.8,12,3.31,4,1,0.209,0,30,0,1,loja,Nordeste,emprestimo_pessoal,3,5,em_dia,0
2537,35,969.58,0.14619835321321295,0,706.0,3452.15,12,2.33,0,1,0.243,0,5,1,0,app,Sul,cartao,3,0,em_dia,0
2538,44,14558.4,4.621160688397238,0,621.0,2839.58,36,2.9,2,0,0.239,0,0,0,1,site,Sul,emprestimo_pessoal,1,74,default,1
2539,46,1189.68,8.200801963109924,0,683.0,7661.25,18,2.71,2,1,0.376,0,0,0,0,site,Sudeste,cartao,2,10,em_dia,0
2540,44,4794.1,7.820064441803504,0,671.0,6744.07,9,2.38,0,2,0.225,1,0,1,0,app,Sudeste,emprestimo_pessoal,3,10,em_dia,0
2541,33,4689.06,6.081968717203729,0,554.0,10123.34,18,3.48,5,1,0.061,0,30,0,1,app,Nordeste,emprestimo_pessoal,2,0,em_dia,0
2542,69,4303.77,8.680032800755374,0,611.0,7155.64,24,3.36,3,4,0.452,0,90,0,0,app,Sudeste,cartao,2,0,em_dia,0
2543,68,2415.32,,1,680.0,1880.74,24,2.27,2,3,0.274,0,15,1,0,site,Nordeste,emprestimo_pessoal,3,0,em_dia,0
2544,38,6509.11,8.70580846412154,0,759.0,1328.54,9,1.66,1,1,0.241,0,0,1,0,loja,Sudeste,cartao,2,15,em_dia,0
2545,60,1085.98,8.027579078983807,0,759.0,14973.13,18,1.84,0,2,0.218,0,0,0,0,site,Nordeste,cartao,0,25,default,1
2546,39,3331.4,0.0,0,828.0,4554.29,18,1.37,0,1,0.879,2,15,0,0,parceiro,Nordeste,emprestimo_pessoal,3,15,em_atraso_leve,0
2547,60,2292.99,4.690133778474662,0,691.0,6567.52,18,2.84,1,2,0.548,0,30,0,0,app,Centro-Oeste,cartao,3,0,em_dia,0
2548,48,2106.0,7.537295251027307,0,615.0,4978.67,6,3.49,1,4,0.468,0,0,2,0,loja,Sudeste,emprestimo_pessoal,3,15,em_dia,0
